Date,Close,High,Low,Open,Volume,RSI_14,MACD_12_26_9,MACDh_12_26_9,MACDs_12_26_9
2024-09-16,1652.7677001953125,1659.5432592965851,1645.9428783505564,1648.8607299658063,7586410,64.14792674391785,9.063978656128938,3.571116191251501,5.492862464877438
2024-09-17,1650.6412353515625,1659.741078546187,1646.0418095254229,1659.741078546187,10063561,62.847671057495795,9.762858255751325,3.41599663269911,6.346861623052216
2024-09-18,1676.3582763671875,1680.413638538756,1652.9160927553091,1653.6579317162796,20458671,70.60718887869358,12.250657701080854,4.72303686242291,7.527620838657944
2024-09-19,1689.9091796875,1700.2949253045435,1680.6609446435846,1680.710328129882,15325888,73.72162309223204,15.141163426522553,6.090834070291686,9.050329356230867
2024-09-20,1722.2532958984375,1725.962490730009,1688.9695508700852,1697.8221142379614,30311693,79.34680945196973,19.81341321198306,8.610467084601755,11.202946127381306
2024-09-23,1740.6510009765625,1747.1296555117192,1721.313683600945,1729.968471551819,13482675,81.74104728380873,24.715837087598857,10.81031276817404,13.905524319424817
2024-09-24,1748.811279296875,1762.263268802836,1735.1613936154893,1745.7944191143442,16519518,82.69906954232626,28.926067886495503,12.016434853656548,16.909633032838954
2024-09-25,1759.740966796875,1768.5441469339328,1740.9972166684056,1740.9972166684056,15982656,83.91630090016915,32.76692386413242,12.685832665034773,20.08109119909765
2024-09-26,1764.0435791015625,1768.5441171820273,1748.81124873511,1753.7568419039637,15949822,84.38213834649795,35.745957604659,12.531893124449077,23.21406448020992
2024-09-27,1733.578857421875,1758.8507669411922,1730.9576688035675,1757.6638728365367,17806751,69.11751030767131,35.2423628502288,9.622638696015105,25.619724154213696
2024-09-30,1713.2030029296875,1732.3918081113518,1705.6362211224732,1729.7707402872122,13191767,61.14979182079555,32.82076189680856,5.7608301940758935,27.05993170273267
2024-10-01,1707.41650390625,1723.0446263108133,1701.3829045067225,1705.2404912513446,12286142,59.06732571836243,30.087869354261557,2.4223501212231113,27.665519233038445
2024-10-03,1663.697509765625,1707.3671207488399,1655.141609600888,1696.9813752954872,24236699,46.25147347646379,24.11627743815052,-2.839393435910342,26.95567087406086
2024-10-04,1639.612548828125,1672.2534641687764,1635.0131229726287,1656.2791738763865,24341616,40.976766523050635,17.241542985349724,-7.771302310968913,25.012845296318638
2024-10-07,1600.1961669921875,1640.9478062279852,1595.4483492741049,1634.2217512510383,47229148,34.11897560142169,8.514543447264487,-13.19864147924332,21.713184926507807
2024-10-08,1633.0843505859375,1638.7717826674386,1604.350406294763,1612.263355277721,14867203,42.731150287560816,4.2036776178129,-14.007605846955926,18.211283464768826
2024-10-09,1615.379150390625,1638.722326425496,1610.9774999447513,1631.5512161997017,20562821,39.72080594631221,-0.6340671657744679,-15.076280504434635,14.442213338660167
2024-10-10,1644.310791015625,1647.3275303118398,1614.7361206152186,1621.165391539567,10877383,46.36955437790959,-2.1091600698298407,-13.241098726792007,11.131938656962166
2024-10-11,1633.034912109375,1646.3385098258125,1625.369242473489,1646.3385098258125,11836297,44.317857284542455,-4.140323937952189,-12.217810075931483,8.077486137979294
2024-10-14,1669.731201171875,1673.6382923600645,1636.0022787037162,1638.0300202721965,9263754,51.79340780395184,-2.757169163683784,-8.667724241330463,5.910555077646679
2024-10-15,1665.774658203125,1679.5234312884604,1657.2682621459455,1675.5669567742357,9825565,50.998416541730805,-1.9577018233603667,-6.294605520805637,4.33690369744527
2024-10-16,1681.303955078125,1689.3651756043241,1661.8182449322444,1661.8182449322444,10235341,53.98392321847969,-0.0702242211311841,-3.5257023348611636,3.4554781137299795
2024-10-17,1654.94384765625,1679.1772539114825,1647.080282160871,1676.5065611850819,7347866,48.573991410688095,-0.6934315439657439,-3.319127726156579,2.625696182190835
2024-10-18,1663.5491943359375,1672.5996542242308,1636.1011515182424,1645.0032194591165,12404862,50.32415439801933,-0.48733063391591713,-2.4904214528854016,2.0030908189694845
2024-10-21,1709.8892822265625,1729.1277115171938,1692.4314354617347,1696.3384056502448,23274177,58.51234164364802,3.3763432513744647,1.098601945923984,2.2777413054504807
2024-10-22,1695.8934326171875,1721.066454006858,1692.0852292144161,1711.2247717189728,19437640,55.53494990682268,5.2484832980605916,2.3765935940880887,2.871889703972503
2024-10-23,1716.9122314453125,1727.4957528913812,1686.4968324178806,1686.4968324178806,19018045,58.91602104009012,8.332161209268179,4.368217204236541,3.963944005031638
